0,1,2,3,4,5,6
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.09000000000000001,90.0,90.0,90.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.09000000000000001,90.0,90.0,110.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.09000000000000001,90.0,110.0,90.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.09000000000000001,90.0,110.0,110.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.09000000000000001,110.0,90.0,90.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.09000000000000001,110.0,90.0,110.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.09000000000000001,110.0,110.0,90.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.09000000000000001,110.0,110.0,110.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.11,90.0,90.0,90.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.11,90.0,90.0,110.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.11,90.0,110.0,90.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.11,90.0,110.0,110.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.11,110.0,90.0,90.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.11,110.0,90.0,110.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.11,110.0,110.0,90.0
0.09000000000000001,0.09000000000000001,0.09000000000000001,0.11,110.0,110.0,110.0
0.09000000000000001,0.09000000000000001,0.11,0.09000000000000001,90.0,90.0,90.0
0.09000000000000001,0.09000000000000001,0.11,0.09000000000000001,90.0,90.0,110.0
0.09000000000000001,0.09000000000000001,0.11,0.09000000000000001,90.0,110.0,90.0
0.09000000000000001,0.09000000000000001,0.11,0.09000000000000001,90.0,110.0,110.0
0.09000000000000001,0.09000000000000001,0.11,0.09000000000000001,110.0,90.0,90.0
0.09000000000000001,0.09000000000000001,0.11,0.09000000000000001,110.0,90.0,110.0
0.09000000000000001,0.09000000000000001,0.11,0.09000000000000001,110.0,110.0,90.0
0.09000000000000001,0.09000000000000001,0.11,0.09000000000000001,110.0,110.0,110.0
0.09000000000000001,0.09000000000000001,0.11,0.11,90.0,90.0,90.0
0.09000000000000001,0.09000000000000001,0.11,0.11,90.0,90.0,110.0
0.09000000000000001,0.09000000000000001,0.11,0.11,90.0,110.0,90.0
0.09000000000000001,0.09000000000000001,0.11,0.11,90.0,110.0,110.0
0.09000000000000001,0.09000000000000001,0.11,0.11,110.0,90.0,90.0
0.09000000000000001,0.09000000000000001,0.11,0.11,110.0,90.0,110.0
0.09000000000000001,0.09000000000000001,0.11,0.11,110.0,110.0,90.0
0.09000000000000001,0.09000000000000001,0.11,0.11,110.0,110.0,110.0
0.09000000000000001,0.11,0.09000000000000001,0.09000000000000001,90.0,90.0,90.0
0.09000000000000001,0.11,0.09000000000000001,0.09000000000000001,90.0,90.0,110.0
0.09000000000000001,0.11,0.09000000000000001,0.09000000000000001,90.0,110.0,90.0
0.09000000000000001,0.11,0.09000000000000001,0.09000000000000001,90.0,110.0,110.0
0.09000000000000001,0.11,0.09000000000000001,0.09000000000000001,110.0,90.0,90.0
0.09000000000000001,0.11,0.09000000000000001,0.09000000000000001,110.0,90.0,110.0
0.09000000000000001,0.11,0.09000000000000001,0.09000000000000001,110.0,110.0,90.0
0.09000000000000001,0.11,0.09000000000000001,0.09000000000000001,110.0,110.0,110.0
0.09000000000000001,0.11,0.09000000000000001,0.11,90.0,90.0,90.0
0.09000000000000001,0.11,0.09000000000000001,0.11,90.0,90.0,110.0
0.09000000000000001,0.11,0.09000000000000001,0.11,90.0,110.0,90.0
0.09000000000000001,0.11,0.09000000000000001,0.11,90.0,110.0,110.0
0.09000000000000001,0.11,0.09000000000000001,0.11,110.0,90.0,90.0
0.09000000000000001,0.11,0.09000000000000001,0.11,110.0,90.0,110.0
0.09000000000000001,0.11,0.09000000000000001,0.11,110.0,110.0,90.0
0.09000000000000001,0.11,0.09000000000000001,0.11,110.0,110.0,110.0
0.09000000000000001,0.11,0.11,0.09000000000000001,90.0,90.0,90.0
0.09000000000000001,0.11,0.11,0.09000000000000001,90.0,90.0,110.0
0.09000000000000001,0.11,0.11,0.09000000000000001,90.0,110.0,90.0
0.09000000000000001,0.11,0.11,0.09000000000000001,90.0,110.0,110.0
0.09000000000000001,0.11,0.11,0.09000000000000001,110.0,90.0,90.0
0.09000000000000001,0.11,0.11,0.09000000000000001,110.0,90.0,110.0
0.09000000000000001,0.11,0.11,0.09000000000000001,110.0,110.0,90.0
0.09000000000000001,0.11,0.11,0.09000000000000001,110.0,110.0,110.0
0.09000000000000001,0.11,0.11,0.11,90.0,90.0,90.0
0.09000000000000001,0.11,0.11,0.11,90.0,90.0,110.0
0.09000000000000001,0.11,0.11,0.11,90.0,110.0,90.0
0.09000000000000001,0.11,0.11,0.11,90.0,110.0,110.0
0.09000000000000001,0.11,0.11,0.11,110.0,90.0,90.0
0.09000000000000001,0.11,0.11,0.11,110.0,90.0,110.0
0.09000000000000001,0.11,0.11,0.11,110.0,110.0,90.0
0.09000000000000001,0.11,0.11,0.11,110.0,110.0,110.0
0.11,0.09000000000000001,0.09000000000000001,0.09000000000000001,90.0,90.0,90.0
0.11,0.09000000000000001,0.09000000000000001,0.09000000000000001,90.0,90.0,110.0
0.11,0.09000000000000001,0.09000000000000001,0.09000000000000001,90.0,110.0,90.0
0.11,0.09000000000000001,0.09000000000000001,0.09000000000000001,90.0,110.0,110.0
0.11,0.09000000000000001,0.09000000000000001,0.09000000000000001,110.0,90.0,90.0
0.11,0.09000000000000001,0.09000000000000001,0.09000000000000001,110.0,90.0,110.0
0.11,0.09000000000000001,0.09000000000000001,0.09000000000000001,110.0,110.0,90.0
0.11,0.09000000000000001,0.09000000000000001,0.09000000000000001,110.0,110.0,110.0
0.11,0.09000000000000001,0.09000000000000001,0.11,90.0,90.0,90.0
0.11,0.09000000000000001,0.09000000000000001,0.11,90.0,90.0,110.0
0.11,0.09000000000000001,0.09000000000000001,0.11,90.0,110.0,90.0
0.11,0.09000000000000001,0.09000000000000001,0.11,90.0,110.0,110.0
0.11,0.09000000000000001,0.09000000000000001,0.11,110.0,90.0,90.0
0.11,0.09000000000000001,0.09000000000000001,0.11,110.0,90.0,110.0
0.11,0.09000000000000001,0.09000000000000001,0.11,110.0,110.0,90.0
0.11,0.09000000000000001,0.09000000000000001,0.11,110.0,110.0,110.0
0.11,0.09000000000000001,0.11,0.09000000000000001,90.0,90.0,90.0
0.11,0.09000000000000001,0.11,0.09000000000000001,90.0,90.0,110.0
0.11,0.09000000000000001,0.11,0.09000000000000001,90.0,110.0,90.0
0.11,0.09000000000000001,0.11,0.09000000000000001,90.0,110.0,110.0
0.11,0.09000000000000001,0.11,0.09000000000000001,110.0,90.0,90.0
0.11,0.09000000000000001,0.11,0.09000000000000001,110.0,90.0,110.0
0.11,0.09000000000000001,0.11,0.09000000000000001,110.0,110.0,90.0
0.11,0.09000000000000001,0.11,0.09000000000000001,110.0,110.0,110.0
0.11,0.09000000000000001,0.11,0.11,90.0,90.0,90.0
0.11,0.09000000000000001,0.11,0.11,90.0,90.0,110.0
0.11,0.09000000000000001,0.11,0.11,90.0,110.0,90.0
0.11,0.09000000000000001,0.11,0.11,90.0,110.0,110.0
0.11,0.09000000000000001,0.11,0.11,110.0,90.0,90.0
0.11,0.09000000000000001,0.11,0.11,110.0,90.0,110.0
0.11,0.09000000000000001,0.11,0.11,110.0,110.0,90.0
0.11,0.09000000000000001,0.11,0.11,110.0,110.0,110.0
0.11,0.11,0.09000000000000001,0.09000000000000001,90.0,90.0,90.0
0.11,0.11,0.09000000000000001,0.09000000000000001,90.0,90.0,110.0
0.11,0.11,0.09000000000000001,0.09000000000000001,90.0,110.0,90.0
0.11,0.11,0.09000000000000001,0.09000000000000001,90.0,110.0,110.0
0.11,0.11,0.09000000000000001,0.09000000000000001,110.0,90.0,90.0
0.11,0.11,0.09000000000000001,0.09000000000000001,110.0,90.0,110.0
0.11,0.11,0.09000000000000001,0.09000000000000001,110.0,110.0,90.0
0.11,0.11,0.09000000000000001,0.09000000000000001,110.0,110.0,110.0
0.11,0.11,0.09000000000000001,0.11,90.0,90.0,90.0
0.11,0.11,0.09000000000000001,0.11,90.0,90.0,110.0
0.11,0.11,0.09000000000000001,0.11,90.0,110.0,90.0
0.11,0.11,0.09000000000000001,0.11,90.0,110.0,110.0
0.11,0.11,0.09000000000000001,0.11,110.0,90.0,90.0
0.11,0.11,0.09000000000000001,0.11,110.0,90.0,110.0
0.11,0.11,0.09000000000000001,0.11,110.0,110.0,90.0
0.11,0.11,0.09000000000000001,0.11,110.0,110.0,110.0
0.11,0.11,0.11,0.09000000000000001,90.0,90.0,90.0
0.11,0.11,0.11,0.09000000000000001,90.0,90.0,110.0
0.11,0.11,0.11,0.09000000000000001,90.0,110.0,90.0
0.11,0.11,0.11,0.09000000000000001,90.0,110.0,110.0
0.11,0.11,0.11,0.09000000000000001,110.0,90.0,90.0
0.11,0.11,0.11,0.09000000000000001,110.0,90.0,110.0
0.11,0.11,0.11,0.09000000000000001,110.0,110.0,90.0
0.11,0.11,0.11,0.09000000000000001,110.0,110.0,110.0
0.11,0.11,0.11,0.11,90.0,90.0,90.0
0.11,0.11,0.11,0.11,90.0,90.0,110.0
0.11,0.11,0.11,0.11,90.0,110.0,90.0
0.11,0.11,0.11,0.11,90.0,110.0,110.0
0.11,0.11,0.11,0.11,110.0,90.0,90.0
0.11,0.11,0.11,0.11,110.0,90.0,110.0
0.11,0.11,0.11,0.11,110.0,110.0,90.0
0.11,0.11,0.11,0.11,110.0,110.0,110.0
